Exporting Your Strategy Backtest Results,open,high,low,close,Volume
11/23/2019,7283.19,7361.41,7102.21,7329.29,7728.4385
11/24/2019,7329.29,7344,6865,6908.64,10695.02236
11/25/2019,6908.64,7379.99,6526,7127.01,27124.49697
11/26/2019,7127.01,7340.59,7021.84,7162.67,11857.50958
11/27/2019,7162.67,7678.76,6850,7523.72,19213.99795
11/28/2019,7524.73,7660.82,7370.62,7432.41,8646.65142
11/29/2019,7432.41,7870.1,7411,7760,10862.803
11/30/2019,7759.99,7820,7453,7555.92,6130.43999
12/1/2019,7555.92,7555.92,7237.16,7404.27,8692.60216
12/2/2019,7405.33,7430,7157.33,7305.01,7029.97078
12/3/2019,7305.01,7412.85,7237.26,7302.94,6169.05409
12/4/2019,7302.94,7775,7080,7198.99,16490.17992
12/5/2019,7199,7489.87,7152.78,7393.54,9248.39097
12/6/2019,7393.55,7609.5,7305.75,7540.08,9346.35434
12/7/2019,7541.76,7643,7487,7502.19,4876.35306
12/8/2019,7502.2,7580.84,7387.5,7520,4243.5427
12/9/2019,7520,7659.38,7262.87,7337.51,10252.90755
12/10/2019,7337.51,7398,7156.03,7219.37,7187.12001
12/11/2019,7219.37,7263.31,7124.45,7201.23,5951.57382
12/12/2019,7201.24,7298.5,7075.01,7185.91,8578.0866
12/13/2019,7185.91,7299.21,7183.29,7249.9,6119.06808
12/14/2019,7249.9,7264.33,7008.03,7062.91,4334.05486
12/15/2019,7062.92,7220.01,7006.01,7111,4905.20887
12/16/2019,7111,7137,6803.24,6877.03,13170.15135
12/17/2019,6877.04,6933.21,6556,6616.62,14047.42654
12/18/2019,6616.62,7448.24,6430,7285.53,23097.5572
12/19/2019,7288.05,7371.7,7044.45,7149.12,10503.12182
12/20/2019,7149.13,7220,7073.66,7190,6020.2411
12/21/2019,7190,7190,7099.57,7143.01,3423.27625
12/22/2019,7143.01,7521.55,7125,7513.06,10202.1902
12/23/2019,7514.74,7688.99,7259.19,7310.79,15139.35427
12/24/2019,7310.79,7426.15,7151.08,7255.01,7797.32798
12/25/2019,7255.01,7265.12,7115.5,7192.12,3299.67386
12/26/2019,7192.12,7432.1,7140,7194.13,7669.04728
12/27/2019,7194.13,7254,7053.32,7245.83,8492.99054
12/28/2019,7245.83,7346,7232.55,7302.67,4621.77575
12/29/2019,7302.67,7531,7278.07,7384.89,6557.32656
12/30/2019,7384.57,7386.28,7200,7218,7347.23521
12/31/2019,7218.01,7298.67,7111,7165.72,6755.98321
1/1/2020,7165.72,7238.14,7136.05,7174.33,3350.6445
1/2/2020,7174.33,7186.18,6903,6945.02,8010.94167
1/3/2020,6945.02,7401.2,6854.67,7334.45,14056.40678
1/4/2020,7334.45,7398,7263.32,7348.63,4742.48064
1/5/2020,7348.63,7488.87,7312.22,7355.4,5942.02944
1/6/2020,7355.4,7805,7343.17,7764.63,11770.47974
1/7/2020,7764.63,8216,7723,8158.52,19857.55268
1/8/2020,8160.01,8469.39,7845,8045.51,23927.80065
1/9/2020,8047.75,8048.67,7744.48,7813.78,9477.71927
1/10/2020,7813.78,8199.77,7671,8198.09,13420.63285
1/11/2020,8198.09,8290,8000.01,8020,7557.38316
1/12/2020,8017.47,8185,7963.25,8180.81,3920.75446
1/13/2020,8180.81,8195.81,8041.95,8104.5,6678.04289
1/14/2020,8105.6,8893.69,8105.23,8815.69,27075.82261
1/15/2020,8812.58,8900,8550,8808.81,14977.63415
1/16/2020,8808.81,8850,8580,8714.76,9265.77873
1/17/2020,8714.77,9013,8665.67,8899.42,15447.37951
1/18/2020,8899.42,8980,8800.1,8909.32,5600.2326
1/19/2020,8908.95,9194.99,8465,8697.53,15218.52907
1/20/2020,8697.53,8734.84,8504.06,8628.89,5605.81999
1/21/2020,8628.89,8774.31,8465,8722.03,7520.66549
1/22/2020,8722.03,8791.76,8565,8660.38,5481.67186
1/23/2020,8660.38,8665,8278,8385.22,12206.25942
1/24/2020,8385.21,8509.99,8216.71,8427.26,8635.13451
1/25/2020,8427.58,8437.76,8252.73,8326.81,3783.22269
1/26/2020,8326.8,8595,8278.68,8595,5497.33728
1/27/2020,8595,8985,8556.6,8895.96,9548.62076
1/28/2020,8895.95,9418.91,8880.87,9394.5,17578.55425
1/29/2020,9391.14,9439.83,9224.75,9288.44,12233.065
1/30/2020,9287.9,9574.68,9171.11,9503.08,12948.41115
1/31/2020,9502.71,9522.5,9195.49,9334.98,9719.07563
2/1/2020,9334.98,9458.08,9285.01,9380.18,4387.43427
2/2/2020,9380.18,9480,9140,9323.5,7307.93725
2/3/2020,9325.01,9619.95,9220,9280.49,11910.30024
2/4/2020,9280.49,9350,9078.05,9164.33,8190.90076
2/5/2020,9164.33,9769.7,9150,9613.82,13265.27496
2/6/2020,9613.91,9857,9521.47,9763.01,12672.1619
2/7/2020,9763.01,9885,9713.99,9808.05,8516.67938
2/8/2020,9807.92,9955,9653.47,9905.64,8100.98545
2/9/2020,9905.64,10178.91,9888.76,10168.35,9649.76377
2/10/2020,10168.36,10199,9736,9851.78,13249.6016
2/11/2020,9851.78,10400,9706,10270.01,16722.08018
2/12/2020,10270.01,10483.86,10250,10351.13,13740.99926
2/13/2020,10351.13,10522.51,10083.1,10236.49,17101.29968
2/14/2020,10236.49,10395.66,10102.5,10371.33,8026.51046
2/15/2020,10371.33,10400,9750,9911.22,12323.30307
2/16/2020,9911.22,10048.34,9612.12,9921,9430.34319
2/17/2020,9920.52,9969.38,9467,9700,10144.64242
2/18/2020,9700,10298.25,9610.27,10188.04,11606.57571
2/19/2020,10188.04,10315,9280.98,9600.08,16637.06446
2/20/2020,9593.48,9698.1,9393.39,9610.05,12382.02439
2/21/2020,9610.05,9769.66,9566.98,9695.66,7073.38062
2/22/2020,9695.66,9722.97,9575.01,9668.23,3301.25802
2/23/2020,9668.23,10025.66,9667.13,9965.01,5631.95146
2/24/2020,9965,10030,9474.74,9660,11274.8465
2/25/2020,9660,9681.56,9230,9305,9370.82104
2/26/2020,9304.99,9375.36,8602,8778.3,21610.47728
2/27/2020,8778.3,8972.92,8520,8812.49,14781.0347
2/28/2020,8814.9,8899.94,8428.8,8708.89,13643.30019
2/29/2020,8708.61,8799,8520.67,8525.07,5142.72267
3/1/2020,8523.33,8752.34,8400,8522.31,7353.15375
3/2/2020,8522.3,8973.45,8487.33,8915,10216.70685
3/3/2020,8919.21,8927.45,8635.31,8757.84,9152.72129
3/4/2020,8757.83,8847,8670.57,8760.66,5688.59949
3/5/2020,8759.99,9174.24,8759.99,9070.17,10073.3286
3/6/2020,9070.18,9182.08,9000.01,9158.51,6422.14322
3/7/2020,9158.51,9214.67,8850.47,8901.37,6478.26772
3/8/2020,8901.36,8901.37,8002.2,8037.76,16591.92844
3/9/2020,8037.73,8187.03,7630,7934.52,25563.62851
3/10/2020,7934.56,8158.25,7733.56,7894.68,17172.48576
3/11/2020,7894.68,7987.97,7583.27,7938.05,13647.87949
3/12/2020,7938.05,7969.45,4644,4857.1,113902.2177
3/13/2020,4857.1,5995,3858,5637.6,130316.6613
3/14/2020,5630.93,5669,5050,5165.25,32760.13734
3/15/2020,5161.16,5985,5085.91,5345.35,43763.77684
3/16/2020,5346.86,5350.3,4432.3,5037.61,80184.05147
3/17/2020,5039.95,5569.44,4935.6,5331.71,44347.16921
3/18/2020,5331.71,5452.82,5001,5413.64,37513.0496
3/19/2020,5413.88,6441.37,5261.69,6186.26,54666.68909
3/20/2020,6183.82,6990,5657,6206.1,53024.41545
3/21/2020,6210.47,6470,5851,6198.78,23514.98094
3/22/2020,6198.64,6420,5738,5818.25,28089.50147
3/23/2020,5815.24,6641.03,5678.2,6490.63,42437.98514
3/24/2020,6493.58,6866.1,6403.16,6766.64,40618.21316
3/25/2020,6766,6983.31,6470,6690.96,31266.38287
3/26/2020,6691.71,6795,6520.13,6758.18,17456.13147
3/27/2020,6760,6880,6260,6372.36,20458.27001
3/28/2020,6372.36,6372.36,6030,6251.82,20353.88909
3/29/2020,6251.45,6279.96,5870.46,5877.21,16111.25073
3/30/2020,5878.98,6631.23,5853,6406.4,23659.81678
3/31/2020,6406.4,6524.79,6333.91,6424.35,11939.0397
4/1/2020,6424.02,6744.99,6160,6666.11,17900.2654
4/2/2020,6666.11,7292.11,6570.92,6804.52,28761.02219
4/3/2020,6804.24,7050,6606.06,6741.99,14953.19743
4/4/2020,6741.99,7025.53,6658.16,6874.77,10217.69354
4/5/2020,6874.77,6925,6681,6778.25,8962.92484
4/6/2020,6778.64,7373.37,6773.28,7341.56,27992.02748
4/7/2020,7341.55,7466,7073,7200.01,22743.08039
4/8/2020,7200.01,7430,7154.22,7370.11,15429.13633
4/9/2020,7370.38,7377,7110,7293.24,12369.8572
4/10/2020,7293.23,7305.91,6750,6871.91,19671.20459
4/11/2020,6871.83,6955,6775,6889.65,8066.08984
4/12/2020,6889.78,7200,6787.44,6908.13,12734.00273
4/13/2020,6908.12,6908.13,6555,6861.21,22323.78115
4/14/2020,6860.51,6997.38,6771.41,6877.37,12868.62054
4/15/2020,6876.92,6940,6605.89,6624.12,14753.82802
4/16/2020,6623.62,7217.27,6456,7112.64,28117.57147
4/17/2020,7114.76,7156.66,7000,7037.46,13514.59082
4/18/2020,7036.45,7308,7021,7261.76,11510.53562
4/19/2020,7262.04,7275,7063.02,7130.71,8887.90304
4/20/2020,7130.7,7227.11,6748.72,6838.19,18396.61987
4/21/2020,6837.22,6959,6776,6853.68,14467.8568
4/22/2020,6853.67,7167.37,6826,7136.84,13141.15528
4/23/2020,7136.81,7775,7031.14,7488.83,22759.37919
4/24/2020,7491.5,7612.24,7390,7514.64,13764.58148
4/25/2020,7514.99,7720,7437.94,7547.61,7443.81054
4/26/2020,7547.61,7715,7490,7706.4,9292.65513
4/27/2020,7706.4,7810.99,7635.69,7789.77,15455.75061
4/28/2020,7789.77,7794.74,7672,7755.01,10984.78073
4/29/2020,7757.18,8988,7720,8793.75,48689.76446
4/30/2020,8794.99,9478.66,8407,8624.28,44844.03802
5/1/2020,8624.68,9075.98,8622.72,8829.42,21660.23418
5/2/2020,8829.42,9025,8762.01,8985.58,10539.27959
5/3/2020,8984.69,9203.52,8731.01,8909.95,17147.66806
5/4/2020,8907.85,8970,8533.98,8883.53,18380.64102
5/5/2020,8887.81,9126.27,8769.69,9028.79,16392.3138
5/6/2020,9028.78,9418,8922.13,9155.79,27650.893
5/7/2020,9155.79,10079,9028.89,10004.77,39447.58966
5/8/2020,10000.37,10049,9730,9810,26363.73142
5/9/2020,9810.01,9920.73,9521,9537.21,17931.18914
5/10/2020,9537.21,9559.98,8106.7,8729.86,50909.85883
5/11/2020,8729.86,9182.66,8185,8572.4,39999.39171
5/12/2020,8572.4,8982.9,8534.85,8821.42,20219.33065
5/13/2020,8821.41,9420.18,8803.97,9321.26,21357.64441
5/14/2020,9320.85,9943.93,9257.15,9795.34,28752.37466
5/15/2020,9795.34,9849,9120,9312.1,25180.99401
5/16/2020,9312.1,9594.99,9215.01,9383.16,10782.34207
5/17/2020,9380.01,9896,9325.81,9676.63,13540.67725
5/18/2020,9677.45,9957.25,9436.97,9728.52,17710.31395
5/19/2020,9728.52,9898,9463.22,9783.76,15229.65048
5/20/2020,9783.57,9836.99,9294.54,9509.41,16895.56357
5/21/2020,9509.4,9568,8800,9061.96,28081.24334
5/22/2020,9059.32,9267.34,8923.5,9168.84,13731.9333
5/23/2020,9168.84,9313.83,9090.11,9181.76,6878.86214
5/24/2020,9181.09,9306.23,8680.7,8715.73,13004.3601
5/25/2020,8715.69,8977,8632.93,8899.31,12328.25644
5/26/2020,8900,9016.99,8694.23,8844.42,11507.44544
5/27/2020,8844.41,9230,8811.46,9208.53,10936.69289
5/28/2020,9208.53,9625,9112,9580.19,14511.09092
5/29/2020,9580.01,9609.02,9330.01,9423.84,10415.44084
5/30/2020,9423.85,9764,9326.43,9700.33,10509.7126
5/31/2020,9700.32,9705.6,9369.58,9446.57,7944.73118
6/1/2020,9445.83,10428,9417.42,10208.96,21676.62263
6/2/2020,10208.96,10237.6,9270,9522.46,33220.60717
6/3/2020,9521.53,9695,9385.22,9668.07,11446.7364
6/4/2020,9668.06,9888,9450,9788.03,12441.28756
6/5/2020,9791.96,9855,9585.44,9613.21,12495.91227
6/6/2020,9613.42,9735.13,9526.03,9671.7,6501.33171
6/7/2020,9670.28,9822,9370,9750.12,11628.95962
6/8/2020,9750.12,9815,9632.79,9781.51,8533.85039
6/9/2020,9781.51,9886,9567.33,9779.41,10329.89137
6/10/2020,9779.7,10018.67,9690,9894.04,12965.4402
6/11/2020,9894.35,9973.25,9050,9268.16,26779.89398
6/12/2020,9268.16,9552.87,9227,9464.17,10992.53079
6/13/2020,9464.71,9494.45,9346,9475,4581.80627
6/14/2020,9475,9481,9240,9325,4829.81177
6/15/2020,9328.63,9499,8895.01,9432.53,18589.3001
6/16/2020,9432.57,9592.04,9381,9526.25,10345.30966
6/17/2020,9526.25,9558.48,9227.03,9457.51,8937.94042
6/18/2020,9457.51,9482.66,9267.18,9376.14,6300.60167
6/19/2020,9376.14,9430,9229,9301.91,7871.97815
6/20/2020,9300.42,9391.71,9161,9355.74,6900.62352
6/21/2020,9355.74,9419.35,9273,9286.14,3088.68281
6/22/2020,9286.14,9792,9267.58,9690.74,11775.75302
6/23/2020,9690.67,9724.53,9572.22,9623.56,7946.99786
6/24/2020,9623.56,9663.38,9195,9285.91,13410.77305
6/25/2020,9285.94,9335,8979.07,9243.51,13529.07074
6/26/2020,9242.98,9291.73,9027.62,9155.42,10702.38759
6/27/2020,9155.42,9188.14,8815.01,9002.46,8507.28276
6/28/2020,9002.38,9189,8931.77,9113.24,5537.77192
6/29/2020,9113.23,9236.75,9014,9184.45,8658.44113
6/30/2020,9188.79,9201,9059.6,9136.2,6820.88175
7/1/2020,9135.91,9297.2,9088,9239.97,7550.17428
7/2/2020,9239.41,9265,8938,9091.53,10774.20016
7/3/2020,9091.98,9126.12,9036.74,9063.87,7738.48416
7/4/2020,9059.73,9195.84,9039.84,9138.51,5300.80245
7/5/2020,9138.51,9145,8905.84,9074.39,4601.34085
7/6/2020,9074.37,9375.9,9061.59,9343.31,9959.29638
7/7/2020,9343.31,9379.34,9201.57,9253.94,6326.85311
7/8/2020,9253.94,9475,9232.2,9435.28,10135.32991
7/9/2020,9435.28,9446.62,9154.79,9236.95,8450.14491
7/10/2020,9236.95,9322.23,9118,9291.05,6892.48486
7/11/2020,9291.04,9303.04,9182.35,9235,3369.2317
7/12/2020,9235,9347.53,9159.33,9303.37,5419.22796
7/13/2020,9303.38,9339.61,9193.52,9236.92,8698.45054
7/14/2020,9236.91,9280,9100,9256.94,7497.57779
7/15/2020,9256.94,9273.98,9154.01,9190.16,7196.34305
7/16/2020,9190.8,9216.02,9005,9130.11,8765.71328
7/17/2020,9130.93,9182.99,9054.99,9154.29,6423.76093
7/18/2020,9154.29,9210,9122.65,9175.85,4121.64135
7/19/2020,9175.83,9245.03,9105.37,9212.87,3520.08686
7/20/2020,9214.01,9223.51,9131,9161.05,5815.34532
7/21/2020,9161.05,9438,9157.04,9394.14,9603.92961
7/22/2020,9394.14,9567.77,9277,9536.18,10362.36698
7/23/2020,9536.2,9686,9450.04,9613.24,12992.98635
7/24/2020,9613.24,9645.55,9475.7,9551.21,9798.90752
7/25/2020,9551.21,9747.76,9536.64,9711.33,6973.12538
7/26/2020,9711.79,10150,9661.35,9941,11615.06043
7/27/2020,9941,11420,9935,11048.91,41850.58745
7/28/2020,11048.05,11259,10575,10934.23,26011.38943
7/29/2020,10934.22,11350,10843.47,11110.12,18556.29228
7/30/2020,11108.16,11188.65,10811,11115.95,12408.71844
7/31/2020,11115.99,11460,10975,11351.62,15747.0361
8/1/2020,11351.61,11888,11237.82,11810.07,18293.13975
8/2/2020,11810.07,12134.29,10546.15,11068.54,28118.44344
8/3/2020,11067.46,11486.6,10911.74,11233.13,13783.35486
8/4/2020,11233.16,11417.11,11006.16,11197.04,12074.49298
8/5/2020,11197.05,11798.87,11073.7,11756.75,16637.78645
8/6/2020,11756.75,11916.68,11580.19,11773.89,18053.09584
8/7/2020,11773.89,11920,11350,11606.52,23761.52509
8/8/2020,11606.52,11818.18,11529.45,11774.98,7315.89769
8/9/2020,11773.24,11810.24,11532.04,11688.48,7595.85556
8/10/2020,11688.25,12086.22,11470.01,11899.73,22152.6035
8/11/2020,11899.87,11943,11120,11388.53,20706.62441
8/12/2020,11388.88,11625,11148.54,11566.45,12810.00362
8/13/2020,11566.44,11802.09,11274.14,11795.95,15369.41826
8/14/2020,11795.95,11865.97,11651.24,11779,13797.83431
8/15/2020,11777.5,11989.98,11688,11859.24,12567.05316
8/16/2020,11860.02,11940,11686.53,11918.84,8911.26831
8/17/2020,11918.84,12486.61,11775,12304.26,23814.67481
8/18/2020,12303.98,12400,11825,11950,18628.92719
8/19/2020,11954.22,12024.83,11569,11758.87,16646.3293
8/20/2020,11758.87,11892.16,11671.48,11864.26,8801.19192
8/21/2020,11864.26,11884.99,11480,11529.22,14865.39303
8/22/2020,11529.99,11693.16,11370,11672.93,7946.03898
8/23/2020,11672.92,11715,11525.62,11650.01,5516.18486
8/24/2020,11650.01,11823.62,11592.91,11753.85,7253.03357
8/25/2020,11753.26,11769.76,11102.73,11324.92,14348.64982
8/26/2020,11324.92,11539.99,11254.89,11463.27,9124.56855
8/27/2020,11463.27,11597.92,11125,11330.06,13517.40228
8/28/2020,11330.56,11550.51,11282.09,11535,10373.91036
8/29/2020,11535,11580,11422.21,11474.31,5417.55568
8/30/2020,11474.3,11720,11463.87,11716.01,5594.24031
8/31/2020,11716,11784.66,11576,11655,9123.60782
9/1/2020,11655,12086,11525.09,11924.22,16057.65857
9/2/2020,11924.22,11950,11160,11395.48,19721.45746
9/3/2020,11395.49,11474.99,10005,10172.52,30364.25846
9/4/2020,10172.13,10638.34,9895.22,10500.05,23366.47624
9/5/2020,10500.05,10564.8,9813,10168.36,22450.77217
9/6/2020,10169.58,10358.88,10000,10257.86,9516.20737
9/7/2020,10258.67,10410.9,9880,10375,11996.94301
9/8/2020,10375,10440.91,9819.83,10125.69,15768.29879
9/9/2020,10126.41,10349.99,9983.34,10224.56,9645.51474
9/10/2020,10224.56,10489,10216.41,10343.23,11237.03336
9/11/2020,10344.24,10411.44,10200,10394.41,7200.30582
9/12/2020,10394.41,10483.23,10276.19,10446.52,6495.31475
9/13/2020,10446.52,10582.36,10211,10336.76,10442.20816
9/14/2020,10336.76,10760.62,10253,10679.95,13532.96146
9/15/2020,10678.41,10950,10613.18,10783.75,12634.34358
9/16/2020,10783.36,11099.95,10662.02,10959.61,11003.71552
9/17/2020,10957.06,11044,10735.55,10943.61,8885.46358
9/18/2020,10943.99,11039.88,10813,10937.52,8660.07378
9/19/2020,10937.5,11179.9,10891.78,11080,5718.03639
9/20/2020,11081.09,11081.37,10759.37,10920.89,6003.79938
9/21/2020,10920.94,10994,10180,10416.82,15004.72579
9/22/2020,10416.83,10576.82,10355,10531.13,7904.27071
9/23/2020,10531.13,10541.25,10135.22,10235.1,8893.25676
9/24/2020,10237.41,10795.87,10192.56,10740.01,9678.40803
9/25/2020,10740,10765.07,10551,10690.53,9690.64221
9/26/2020,10690.53,10828,10654.58,10730,3783.41168
9/27/2020,10730,10806.32,10595.24,10778.2,3880.05123
9/28/2020,10779,10956.11,10621.22,10695.55,8876.07602
9/29/2020,10694.9,10860.79,10636.13,10840.73,8200.79695
9/30/2020,10839.98,10847,10657.04,10779.63,6318.54372
10/1/2020,10779.63,10931.98,10427.75,10617.63,12848.7325
10/2/2020,10616.35,10668.56,10363.76,10573.12,10263.49718
10/3/2020,10573.12,10606.36,10498.02,10551.65,3211.71899
10/4/2020,10550.32,10697,10521.87,10671.11,3569.27039
10/5/2020,10670.01,10800,10621.12,10795,6081.40099
10/6/2020,10796.97,10800,10524,10602.66,7596.37803
10/7/2020,10601.2,10683.75,10546.78,10670.47,6108.05699
10/8/2020,10670.47,10963.16,10532.11,10933.09,11301.26536
10/9/2020,10932.44,11111.11,10834.49,11057.07,10098.41344
10/10/2020,11057.07,11498.98,11055.75,11299.5,9312.77373
10/11/2020,11299.52,11444.25,11276.28,11374.01,5163.47909
10/12/2020,11374.01,11736.02,11187.6,11535.46,11056.93022
10/13/2020,11535.46,11561.45,11312.59,11428.22,8639.22711
10/14/2020,11428.22,11556.37,11290.83,11427.7,7078.71569
10/15/2020,11427.7,11641.38,11263.15,11509.34,8538.52875
10/16/2020,11509.31,11550.01,11201,11328.95,9505.28051
10/17/2020,11328.27,11421,11264.75,11367.89,3586.15988
10/18/2020,11367.9,11523,11350.37,11514.2,4352.10945
10/19/2020,11514.2,11833,11416.04,11760.45,10313.24891
10/20/2020,11760.45,12050,11685,11923.83,13834.74195
10/21/2020,11923.07,13250.04,11900.01,12808,32404.64761
10/22/2020,12808.01,13200,12698.02,12987.02,20337.75909
10/23/2020,12988.2,13037,12722.72,12937.09,10450.8866
10/24/2020,12938,13175,12884.31,13126.24,7915.36098
10/25/2020,13126.34,13361,12890.76,13045,9276.1916
10/26/2020,13045.02,13250,12785,13068.79,12275.37275
10/27/2020,13068.79,13793.72,13061.28,13698.18,17267.45357
10/28/2020,13740.85,13863.87,12891.57,13281.05,21073.39106
10/29/2020,13281.06,13650,12976.29,13460,15796.09108
10/30/2020,13460,13687.82,13131.31,13571.51,15664.30474
10/31/2020,13571.51,14098.92,13424.73,13804.81,12166.31884
11/1/2020,13803.69,13906.74,13630.05,13771.59,6252.02047
11/2/2020,13771.7,13840,13215,13563.22,12191.84519
11/3/2020,13563.22,14081.45,13290,14035.8,13965.8026
11/4/2020,14034.35,14273.6,13530.01,14161.48,16894.79231
11/5/2020,14165.86,15775,14115,15608.21,31865.98894
11/6/2020,15608.06,15977.67,15190.36,15599.95,25150.40685
11/7/2020,15599.95,15779.24,14310,14834.09,23552.08341
11/8/2020,14834.09,15666,14721.9,15482.9,11856.3429
11/9/2020,15482.89,15856.9,14817.14,15342.25,21951.29082
11/10/2020,15342.1,15481.06,15090.08,15315.03,13489.68955
11/11/2020,15315.46,16000,15293.04,15705.79,15257.36927
11/12/2020,15705.79,16370.89,15446.82,16310.81,22153.75296
11/13/2020,16310.81,16491.92,15975,16339.56,14593.52964
11/14/2020,16339.56,16339.6,15708.24,16082.01,9205.93087
11/15/2020,16082.01,16175.6,15796.09,15966.89,6250.09413
11/16/2020,15970,16892,15879,16726.64,13948.31953
11/17/2020,16726.49,17880,16575.42,17679.36,25230.2384
11/18/2020,17679.86,18488,17205.02,17782.91,32426.0008
11/19/2020,17790.18,18193.29,17356,17821.58,17141.50682
11/20/2020,17821.92,18830.3,17764.76,18675.25,17901.94596
11/21/2020,18677.84,18980,18350,18721.21,13604.28575
11/22/2020,18721.21,18773.56,17610.77,18437.66,15423.8527
11/23/2020,18437.18,18777.77,18001,18384.82,17655.67801
11/24/2020,18384.82,19469,18052.02,19172.84,26623.09576
11/25/2020,19172.9,19500,18502,18721.93,20485.40806
11/26/2020,18717.24,18915.48,16200,17170,48644.15921
11/27/2020,17169.99,17475,16400,17153.95,23333.9986
11/28/2020,17155.43,17933.25,16880,17739.85,13157.96639
11/29/2020,17736.1,18359,17535.26,18202.04,8932.2646
11/30/2020,18202.02,19873.23,18201.47,19713.94,27293.49339
12/1/2020,19713.94,19915.14,18109,18782.97,30442.8798
12/2/2020,18778.18,19340,18335,19225.63,16227.15081
12/3/2020,19222.45,19625.64,18885,19448.64,14648.25116
12/4/2020,19446.43,19546.46,18576.05,18658.1,16382.89189
12/5/2020,18658.09,19189.98,18501,19158.96,7082.23686
12/6/2020,19158.96,19430.25,18878,19375.6,6665.29626
12/7/2020,19375.6,19432.57,18901,19177.71,8977.46619
12/8/2020,19177.08,19299.51,18200,18316.22,15161.87705
12/9/2020,18316.22,18647.33,17639,18546.55,20667.38074
12/10/2020,18546.55,18556.42,17905,18253.44,14899.21719
12/11/2020,18257.18,18293.08,17580,18042.15,16953.64811
12/12/2020,18044.19,18955.34,18023.57,18821.28,8616.18695
12/13/2020,18821.28,19421.03,18730,19166.65,10624.21489
12/14/2020,19166.65,19349.98,18967.68,19272.37,9102.38393
12/15/2020,19272.37,19565,19051.27,19444.6,15345.22643
12/16/2020,19443.19,21569.94,19300,21359.65,33350.24947
12/17/2020,21360.5,23776.94,21252.01,22826.48,53602.36394
12/18/2020,22826.37,23280,22329,23137.76,24829.25011
12/19/2020,23138.89,24200,22770,23849.99,20577.67893
12/20/2020,23850,24300,23100,23476.51,14963.43216
12/21/2020,23476.51,24118.75,21913.84,22729.4,25728.65296
12/22/2020,22729.4,23839.78,22380.05,23823.27,18597.66575
12/23/2020,23824.13,24090,22600,23228.35,23412.13625
12/24/2020,23226.18,23785,22712.89,23717.96,16440.76741
12/25/2020,23718.61,24770.95,23416,24704.71,15792.4903
12/26/2020,24704.71,26822,24490.01,26475.35,24782.45453
12/27/2020,26482.64,28387,25772.55,26258.65,33627.02181
12/28/2020,26255.16,27477,26086.19,27040.36,21265.72381
12/29/2020,27039.39,27396.77,25833.73,27366.35,20668.11887
12/30/2020,27366.35,29018.26,27311.73,28897.42,28181.51126
12/31/2020,28897.42,29321.9,28000,28990.08,28813.90137
1/1/2021,28990.08,29688.88,28700,29412.84,22211.26707
1/2/2021,29413.29,33300,29039,32225.91,46675.26097
1/3/2021,32222.88,34810,32008.62,33080.66,36951.73089
1/4/2021,33082.84,33666.99,27678,32019.99,46045.40397
1/5/2021,32020.22,34499.67,29891.13,34030.64,42282.58352
1/6/2021,34043.91,37000,33352.54,36859.26,45744.11759
1/7/2021,36859.26,40425,36200,39505.56,50346.31998
1/8/2021,39510.55,41986.37,36565.08,40665.15,48522.49917
1/9/2021,40642.15,41406.94,38800,40257.43,27152.98556
1/10/2021,40257.43,41452.12,34444,38171.57,43736.58493
1/11/2021,38168.89,38273.88,30100,35452.59,102503.171
1/12/2021,35456.89,36604.51,32500,34038.98,48227.64205
1/13/2021,34035.53,37888,32309.04,37393.66,39608.7518
1/14/2021,37393.67,40127.66,36751.11,39125.14,31868.77514
1/15/2021,39123.05,39697,34298.93,36754.67,36421.07363
1/16/2021,36754.6,37948,35372.59,36006.94,20861.43958
1/17/2021,36004.8,36860,33850.03,35820,19182.0639
1/18/2021,35820.01,37402,34736.46,36624.23,16609.65536
1/19/2021,36624.23,37857,35895.11,35917.28,18904.79354
1/20/2021,35921.91,36415.34,33387.01,35503.09,25445.72251
1/21/2021,35498.85,35628.24,30011,30855.95,50473.12825
1/22/2021,30855.9,33867,28732,32984.93,48155.7361
1/23/2021,32982.66,33488.79,31432.19,32112.01,16139.8291
1/24/2021,32110,33086.53,30931.21,32288.56,13618.81534
1/25/2021,32293.18,34888,31920.8,32261.87,23045.67722
1/26/2021,32260.52,32960.37,30830,32510.82,23535.85317
1/27/2021,32510.82,32584.62,29156,30407.13,46207.09968
1/28/2021,30414.11,34000,29902.14,33488.99,36007.07716
1/29/2021,33487.92,38570.13,31990,34262.11,72641.09119
1/30/2021,34262.11,34900,32852.86,34315.63,21362.16611
1/31/2021,34315.63,34387.75,32200,33137.74,16436.41201
2/1/2021,33137.75,34728.57,32333,33533.19,21975.42815
2/2/2021,33534.39,36000,33450,35512.67,19995.85343
2/3/2021,35513,37723.72,35393.8,37678.37,23781.98375
2/4/2021,37688.42,38769,36156.45,36975,31699.37745
2/5/2021,36976.59,38349,36605.87,38311.49,17842.71613
2/6/2021,38327.09,41000,38250,39265.43,27102.82027
2/7/2021,39266.1,39737.83,37371.35,38871.42,20297.88686
2/8/2021,38871.43,46750,38057.01,46448.1,47934.02472
2/9/2021,46453.66,48200,45020,46514.73,36418.8081
2/10/2021,46514.73,47349.99,43706.86,44850,25818.02588
2/11/2021,44850,48690,44011,47997.91,26222.6191
